,Sex,District,Avg_score
57084,female,24,78
57085,male,1,75
57086,female,5,89
57087,female,23,81
57088,female,9,75
57089,male,15,79
57090,male,17,82
57091,male,30,74
57092,female,30,89
57093,female,29,70
57094,male,1,85
57095,female,24,75
57096,female,8,88
57097,female,6,68
57098,male,13,84
57099,male,20,84
57100,female,24,74
57101,male,29,83
57102,male,20,79
57103,female,14,78
57104,female,22,82
57105,male,27,88
57106,female,15,85
57107,male,6,81
57108,female,29,69
57109,female,16,85
57110,female,19,68
57111,female,2,77
57112,male,29,78
57113,male,28,79
57114,male,30,82
57115,male,18,80
57116,male,16,92
57117,male,5,81
57118,female,7,77
57119,female,6,65
57120,female,31,78
57121,male,3,72
57122,female,21,72
57123,female,25,83
57124,male,1,77
57125,male,11,85
57126,female,14,83
57127,male,20,94
57128,female,28,64
57129,male,12,90
57130,male,31,78
57131,female,23,70
57132,female,20,75
57133,male,28,70
57134,male,22,69
57135,female,12,74
57136,female,22,69
57137,male,30,85
57138,male,23,75
57139,male,32,83
57140,male,8,81
57141,male,4,77
57142,female,26,71
57143,female,25,78
57144,male,21,84
57145,male,13,79
57146,male,11,76
57147,female,5,77
57148,male,22,78
57149,female,17,74
57150,male,1,66
57151,male,27,80
57152,female,26,99
57153,male,5,78
57154,male,23,78
57155,male,4,88
57156,female,30,71
57157,male,6,76
57158,female,5,70
57159,female,8,77
57160,male,12,81
57161,male,1,73
57162,female,29,83
57163,male,14,73
57164,male,27,77
57165,male,28,72
57166,male,12,83
57167,male,20,88
57168,male,16,83
57169,female,5,75
57170,male,7,81
57171,male,19,87
57172,female,9,75
57173,male,26,77
57174,male,15,70
57175,male,14,86
57176,male,25,79
57177,male,27,88
57178,male,18,80
57179,male,25,72
57180,female,20,85
57181,male,21,77
57182,female,10,83
57183,female,7,86
57184,male,29,65
57185,female,30,77
57186,male,1,84
57187,male,15,93
57188,female,18,86
57189,female,8,88
57190,female,21,69
57191,male,18,73
57192,female,27,78
57193,female,18,84
57194,female,9,75
57195,female,3,84
57196,female,25,69
57197,male,2,77
57198,male,21,83
57199,male,10,88
57200,female,9,68
57201,male,27,72
57202,female,26,70
57203,male,5,78
57204,female,10,79
57205,male,23,84
57206,female,24,77
57207,female,8,70
57208,male,22,81
57209,female,27,86
57210,male,3,70
57211,female,19,71
57212,male,26,91
57213,female,9,85
57214,female,20,74
57215,female,9,79
57216,male,23,76
57217,male,27,85
57218,male,32,80
57219,male,15,67
57220,female,5,87
57221,male,24,81
57222,female,8,91
57223,female,30,75
57224,male,24,80
57225,female,20,85
57226,male,8,86
57227,female,19,89
57228,female,5,74
57229,female,4,90
57230,female,1,79
57231,female,26,86
57232,male,30,72
57233,male,29,82
57234,female,15,69
57235,female,16,85
57236,female,19,69
57237,male,25,91
57238,male,29,93
57239,male,11,87
57240,female,18,96
57241,male,6,71
57242,male,24,78
57243,male,6,74
57244,female,12,89
57245,male,11,87
57246,female,27,80
57247,female,15,68
57248,male,26,72
57249,female,14,74
57250,male,4,69
57251,female,24,84
57252,female,14,90
57253,female,16,85
57254,male,2,82
57255,male,11,85
57256,male,5,76
57257,male,5,72
57258,male,18,80
57259,male,18,92
57260,female,18,96
57261,male,30,78
57262,male,19,64
57263,male,22,86
57264,male,28,63
57265,female,25,74
57266,male,18,75
57267,female,31,87
57268,female,22,72
57269,female,7,69
57270,female,7,75
57271,male,6,83
57272,female,12,75
57273,male,31,86
57274,male,19,71
57275,female,22,81
57276,female,16,63
57277,male,20,80
57278,female,6,79
57279,female,31,79
57280,male,13,86
57281,female,22,93
57282,female,16,77
57283,female,25,71
57284,male,7,87
57285,male,8,67
57286,female,28,74
57287,female,10,88
57288,female,21,79
57289,female,12,82
57290,male,25,74
57291,female,10,81
57292,male,19,88
57293,male,20,82
57294,male,5,75
57295,female,22,84
57296,male,3,83
57297,male,23,84
57298,male,22,77
57299,female,8,85
57300,male,1,72
57301,female,3,79
57302,female,26,81
57303,female,20,75
57304,male,11,80
57305,female,14,74
57306,female,17,85
57307,female,24,81
57308,female,26,89
57309,female,7,76
57310,male,16,82
57311,male,25,74
57312,female,11,85
57313,male,4,83
57314,female,10,85
57315,female,11,78
57316,female,11,81
57317,male,27,84
57318,female,10,84
57319,male,6,81
57320,female,26,66
57321,male,13,76
57322,female,16,84
57323,male,20,79
57324,female,29,83
57325,male,11,75
57326,female,15,87
57327,male,31,78
57328,female,31,80
57329,male,32,81
57330,male,4,71
57331,male,31,76
57332,male,22,74
57333,male,18,83
57334,male,2,84
57335,female,23,75
57336,male,8,76
57337,female,25,85
57338,female,19,83
57339,female,7,71
57340,female,25,83
57341,male,20,86
57342,male,12,92
57343,female,21,78
57344,female,24,85
57345,female,27,82
57346,female,7,77
57347,male,21,84
57348,male,27,73
57349,female,5,88
57350,male,27,88
57351,male,5,89
57352,female,19,84
57353,male,23,85
57354,male,32,75
57355,female,7,70
57356,male,17,75
57357,male,25,78
57358,female,8,70
57359,male,13,78
57360,female,29,87
57361,female,31,75
57362,female,24,83
57363,female,30,79
57364,female,27,79
57365,male,25,80
57366,female,29,76
57367,female,5,72
57368,male,12,77
57369,male,28,74
57370,female,16,74
57371,female,21,81
57372,female,16,75
57373,male,6,83
57374,female,25,89
57375,female,32,69
57376,male,13,81
57377,male,19,85
57378,male,27,71
57379,female,6,80
57380,female,4,83
57381,female,22,86
57382,female,16,84
57383,male,5,85
57384,female,27,70
57385,male,23,79
57386,male,4,85
57387,female,5,87
57388,female,1,80
57389,female,5,73
57390,male,21,79
57391,female,27,80
57392,male,24,84
57393,female,21,92
57394,female,25,74
57395,male,14,82
57396,male,25,61
57397,male,21,80
57398,female,6,80
57399,female,5,77
57400,female,28,85
57401,female,29,88
57402,male,2,89
57403,male,30,92
57404,female,31,63
57405,male,15,83
57406,male,11,85
57407,female,13,81
57408,female,16,83
57409,male,25,90
57410,male,9,74
57411,male,6,85
57412,male,9,74
57413,female,1,86
57414,female,5,71
57415,female,14,80
57416,female,20,86
57417,male,4,77
57418,female,20,78
57419,female,19,73
57420,female,30,77
57421,male,3,86
57422,female,17,78
57423,female,20,82
57424,male,29,85
57425,female,24,78
57426,male,14,73
57427,female,7,82
57428,female,23,78
57429,female,22,94
57430,female,17,69
57431,male,3,97
57432,female,14,82
57433,female,14,73
57434,male,18,90
57435,male,21,79
57436,female,21,77
57437,male,13,88
57438,male,14,86
57439,male,19,83
57440,male,13,81
57441,female,27,94
57442,female,19,80
57443,male,17,87
57444,male,31,73
57445,male,19,77
57446,male,11,74
57447,male,30,66
57448,female,28,85
57449,female,19,89
57450,female,19,84
57451,female,17,79
57452,male,17,94
57453,male,30,82
57454,male,21,74
57455,male,28,78
57456,female,22,74
57457,female,32,75
57458,female,7,70
57459,female,7,95
57460,male,18,81
57461,female,30,94
57462,male,8,92
57463,male,22,92
57464,female,10,72
57465,female,19,71
57466,male,2,82
57467,male,1,68
57468,female,1,74
57469,female,11,73
57470,male,28,87
57471,female,16,79
57472,female,4,67
57473,male,14,75
57474,male,17,78
57475,male,22,78
57476,female,6,88
57477,female,15,73
57478,female,18,88
57479,female,30,79
57480,male,26,83
57481,female,18,78
57482,female,27,89
57483,male,10,84
57484,male,5,72
57485,female,9,73
57486,female,3,90
57487,female,21,65
57488,female,29,75
57489,female,18,74
57490,male,21,86
57491,female,7,79
57492,female,30,79
57493,male,26,82
57494,female,3,76
57495,female,26,90
57496,male,8,73
57497,male,6,72
57498,male,19,77
57499,female,9,69
57500,female,11,84
57501,female,1,81
57502,male,21,76
57503,male,16,79
57504,male,28,78
57505,male,24,75
57506,male,9,96
57507,female,29,75
57508,male,14,71
57509,female,6,89
57510,male,16,86
57511,male,7,77
57512,male,13,94
57513,female,31,73
57514,female,29,69
57515,male,29,82
57516,female,3,73
57517,male,3,84
57518,female,26,89
57519,male,30,80
57520,female,6,80
57521,female,5,76
57522,male,9,76
57523,male,30,77
57524,female,22,78
57525,female,23,80
57526,female,7,78
57527,female,15,81
57528,male,26,81
57529,male,10,71
57530,male,6,83
57531,female,18,82
57532,male,19,70
57533,male,28,67
57534,male,26,86
57535,female,32,83
57536,female,29,74
57537,female,26,83
57538,male,31,78
57539,male,2,76
57540,female,31,86
57541,male,20,70
57542,male,23,87
57543,male,16,75
57544,female,7,74
57545,female,18,80
57546,female,22,76
57547,female,16,72
57548,male,23,94
57549,male,22,83
57550,female,16,82
57551,female,32,77
57552,female,19,83
57553,male,32,75
57554,male,22,81
57555,male,18,86
57556,male,10,76
57557,male,1,90
57558,female,16,92
57559,male,27,85
57560,female,18,77
57561,male,8,78
57562,female,3,81
57563,female,11,81
57564,female,28,78
57565,female,1,87
57566,female,30,65
57567,male,21,77
57568,male,15,76
57569,male,21,89
57570,male,22,76
57571,female,4,81
57572,female,26,78
57573,male,19,71
57574,female,3,64
57575,male,18,78
57576,male,24,77
57577,female,25,84
57578,male,31,83
57579,male,10,87
57580,female,23,82
57581,male,13,76
57582,female,2,80
57583,female,12,84
57584,male,25,83
57585,female,15,79
57586,male,25,79
57587,male,20,86
57588,female,14,77
57589,male,12,73
57590,female,1,82
57591,male,30,71
57592,male,31,81
57593,female,10,90
57594,male,32,78
57595,female,12,73
57596,female,16,81
57597,male,6,75
57598,female,26,74
57599,female,11,70
57600,male,11,73
57601,male,28,72
57602,male,3,77
57603,female,13,68
57604,male,6,83
57605,male,30,77
57606,female,14,78
57607,female,21,73
57608,female,31,72
57609,female,22,67
57610,male,26,80
57611,female,4,77
57612,male,17,72
57613,male,29,86
57614,female,30,78
57615,male,26,70
57616,female,13,81
57617,female,15,66
57618,male,16,77
57619,female,31,69
57620,male,19,72
57621,female,15,72
57622,male,24,82
57623,female,24,84
57624,female,8,75
57625,male,21,86
57626,female,8,81
57627,male,26,79
57628,female,10,75
57629,male,27,85
57630,male,2,84
57631,male,5,87
57632,male,32,80
57633,female,6,81
57634,male,28,71
57635,female,23,80
57636,male,27,84
57637,male,8,89
57638,male,10,79
57639,male,31,81
57640,female,28,84
57641,female,21,82
57642,male,29,75
57643,female,4,83
57644,female,27,80
57645,male,26,78
57646,male,7,80
57647,male,16,78
57648,male,23,80
57649,male,8,86
57650,male,3,82
57651,male,19,85
57652,male,2,98
57653,female,11,74
57654,male,11,80
57655,male,15,78
57656,female,3,76
57657,female,16,73
57658,male,25,64
57659,male,15,76
57660,female,19,88
57661,male,19,82
57662,male,13,80
57663,female,2,81
57664,female,31,74
57665,female,6,78
57666,male,30,89
57667,male,25,88
57668,male,27,81
57669,female,10,70
57670,female,3,72
57671,female,31,74
57672,female,17,86
57673,female,29,85
57674,male,32,77
57675,male,20,76
57676,female,19,84
57677,male,18,72
57678,male,26,78
57679,female,8,83
57680,male,16,89
57681,female,13,86
57682,male,27,74
57683,female,13,78
57684,female,31,71
57685,male,9,73
57686,female,13,75
57687,female,22,80
57688,female,3,86
57689,male,27,80
57690,male,26,75
57691,male,13,86
57692,male,15,77
57693,male,16,76
57694,female,14,82
57695,female,20,82
57696,female,32,80
57697,female,28,92
57698,male,20,79
57699,male,2,84
57700,female,31,84
57701,female,13,79
57702,female,17,82
57703,female,6,81
57704,female,18,76
57705,female,9,88
57706,male,23,85
57707,female,23,63
57708,female,14,72
57709,male,25,79
57710,male,13,91
57711,male,15,81
57712,male,8,77
57713,male,1,73
57714,female,7,75
57715,female,11,85
57716,female,5,75
57717,female,14,80
57718,male,32,68
57719,female,19,75
57720,male,30,85
57721,female,7,74
57722,male,7,64
57723,female,21,67
57724,female,16,78
57725,female,20,78
57726,female,11,77
57727,female,2,74
57728,female,6,81
57729,female,3,67
57730,male,30,74
57731,male,1,82
57732,female,2,65
57733,female,15,77
57734,male,30,74
57735,female,15,72
57736,female,5,81
57737,male,5,75
57738,male,11,74
57739,male,11,80
57740,male,25,82
57741,male,31,80
57742,male,3,86
57743,male,28,84
57744,male,18,78
57745,male,26,82
57746,female,13,79
57747,male,2,77
57748,female,8,82
57749,female,10,87
57750,male,19,77
57751,male,14,84
57752,female,22,81
57753,male,25,71
57754,female,27,88
57755,female,14,85
57756,female,18,83
57757,female,13,82
57758,female,11,86
57759,male,25,75
57760,male,9,77
57761,female,14,80
57762,male,25,69
57763,male,16,83
57764,male,15,65
57765,female,26,85
57766,female,6,75
57767,female,23,79
57768,female,18,84
57769,female,30,79
57770,female,17,86
57771,female,5,82
57772,male,11,90
57773,male,30,89
57774,female,7,77
57775,female,20,76
57776,female,17,70
57777,male,19,73
57778,male,24,85
57779,female,5,87
57780,male,7,67
57781,male,29,81
57782,male,16,70
57783,female,15,94
57784,female,26,75
57785,male,15,76
57786,male,9,69
57787,female,12,89
57788,male,20,75
57789,female,31,78
57790,male,5,70
57791,male,12,86
57792,male,31,83
57793,male,32,80
57794,male,32,82
57795,female,5,77
57796,female,14,78
57797,female,3,88
57798,female,10,87
57799,male,31,64
57800,male,10,76
57801,male,16,84
57802,male,28,76
57803,female,24,80
57804,male,10,97
57805,female,30,77
57806,male,25,63
57807,female,24,75
57808,male,22,69
57809,female,25,76
57810,female,8,77
57811,female,30,78
57812,male,27,80
57813,male,19,70
57814,male,23,74
57815,female,3,68
57816,female,26,82
57817,male,13,80
57818,female,25,90
57819,female,13,81
57820,female,32,98
57821,female,19,93
57822,male,6,78
57823,male,16,76
57824,male,20,73
57825,female,8,80
57826,male,20,92
57827,female,21,74
57828,male,31,82
57829,male,20,88
57830,female,29,78
57831,female,10,66
57832,male,7,62
57833,male,5,81
57834,male,3,84
57835,male,8,74
57836,female,20,70
57837,male,2,78
57838,female,11,96
57839,female,29,74
57840,male,27,86
57841,female,9,87
57842,male,13,81
57843,male,28,72
57844,female,6,81
57845,male,3,72
57846,female,11,77
57847,female,7,78
57848,male,26,85
57849,male,3,82
57850,male,20,78
57851,male,10,79
57852,female,8,84
57853,female,24,81
57854,female,8,77
57855,male,15,82
57856,male,22,89
57857,female,10,81
57858,male,19,70
57859,female,2,82
57860,male,12,69
57861,female,12,76
57862,female,25,89
57863,male,30,71
57864,female,30,77
57865,female,15,75
57866,female,26,83
57867,male,5,79
57868,female,21,83
57869,female,16,76
57870,female,10,83
57871,male,25,85
57872,male,11,72
57873,male,29,81
57874,female,9,69
57875,female,27,79
57876,male,9,85
57877,female,8,73
57878,male,5,73
57879,female,2,82
57880,male,25,83
57881,male,8,92
57882,female,1,77
57883,male,13,82
57884,female,25,84
57885,male,7,76
57886,female,14,89
57887,female,32,82
57888,male,22,84
57889,female,30,69
57890,male,28,75
57891,male,2,70
57892,female,31,76
57893,male,5,78
57894,male,29,77
57895,male,28,84
57896,female,28,83
57897,female,18,74
57898,male,5,66
57899,female,18,87
57900,female,14,77
57901,male,25,80
57902,male,12,90
57903,female,20,77
57904,female,19,80
57905,male,30,81
57906,male,26,75
57907,male,29,70
57908,male,20,83
57909,female,30,81
57910,male,31,84
57911,female,4,80
57912,female,14,67
57913,female,31,72
57914,female,24,68
57915,male,28,91
57916,female,12,71
57917,male,3,82
57918,female,13,80
57919,female,16,78
57920,female,18,76
57921,female,31,82
57922,male,22,78
57923,male,28,79
57924,female,17,82
57925,female,23,88
57926,female,4,70
57927,male,22,82
57928,female,4,78
57929,female,4,78
57930,male,31,77
57931,female,8,77
57932,female,13,85
57933,male,8,67
57934,male,23,73
57935,female,16,72
57936,male,20,89
57937,male,31,81
57938,male,2,71
57939,female,23,71
57940,male,7,78
57941,female,6,80
57942,male,13,75
57943,female,2,88
57944,female,3,81
57945,male,24,86
57946,male,30,86
57947,female,32,74
57948,female,2,80
57949,female,4,80
57950,female,21,86
57951,female,7,84
57952,male,13,83
57953,female,20,90
57954,female,25,73
57955,male,28,73
57956,male,7,90
57957,male,22,91
57958,female,18,85
57959,female,6,77
57960,female,1,80
57961,female,31,75
57962,male,32,72
57963,male,15,80
57964,male,32,89
57965,male,9,85
57966,male,4,71
57967,male,17,82
57968,female,2,70
57969,male,13,87
57970,male,23,62
57971,male,25,89
57972,male,24,80
57973,female,14,74
57974,male,16,91
57975,male,13,78
57976,female,23,87
57977,female,13,98
57978,female,7,76
57979,male,21,91
57980,female,17,78
57981,female,14,74
57982,female,1,81
57983,female,29,89
57984,male,6,83
57985,female,3,75
57986,male,27,73
57987,female,13,78
57988,male,31,85
57989,female,30,86
57990,female,23,89
57991,male,25,72
57992,female,2,83
57993,male,5,76
57994,female,25,76
57995,male,15,82
57996,female,20,84
57997,female,24,82
57998,female,29,69
57999,male,9,73
58000,male,26,76
58001,male,27,77
58002,male,2,95
58003,male,6,74
58004,female,19,82
58005,female,1,83
58006,female,10,83
58007,male,5,79
58008,female,32,81
58009,male,21,80
58010,female,14,79
58011,female,25,73
58012,female,5,88
58013,male,2,87
58014,male,26,85
58015,female,13,83
58016,male,9,79
58017,male,10,77
58018,female,6,91
58019,male,21,94
58020,female,22,78
58021,female,29,91
58022,female,16,81
58023,female,14,87
58024,male,19,76
58025,male,16,83
58026,male,27,81
58027,female,1,85
58028,male,20,66
58029,female,4,76
58030,female,16,79
58031,male,16,71
58032,female,6,70
58033,male,30,68
58034,female,18,95
58035,male,21,75
58036,male,4,70
58037,female,32,65
58038,female,22,85
58039,male,12,73
58040,male,32,80
58041,female,22,83
58042,female,11,83
58043,female,17,69
58044,male,5,86
58045,male,8,79
58046,female,14,86
58047,male,12,74
58048,female,17,64
58049,female,27,76
58050,male,22,81
58051,female,14,82
58052,female,6,84
58053,male,27,73
58054,male,25,69
58055,female,3,88
58056,male,28,85
58057,male,28,80
58058,male,17,82
58059,female,18,78
58060,male,11,78
58061,female,2,80
58062,male,4,77
58063,male,11,74
58064,male,12,83
58065,female,5,80
58066,male,7,81
58067,female,7,72
58068,female,11,89
58069,male,8,89
58070,male,26,71
58071,female,12,80
58072,female,21,78
58073,male,1,85
58074,female,6,80
58075,female,7,85
58076,female,1,80
58077,female,14,81
58078,male,13,84
58079,male,23,84
58080,male,25,82
58081,female,17,80
58082,male,3,95
58083,female,9,87
58084,female,9,86
58085,female,22,81
58086,female,28,78
58087,male,17,79
58088,female,1,77
58089,female,26,73
58090,male,13,65
58091,male,14,75
58092,female,14,74
58093,female,14,77
58094,female,31,78
58095,male,3,78
58096,female,15,83
58097,female,4,73
58098,female,20,63
58099,female,9,81
58100,male,7,69
58101,female,18,67
58102,male,9,82
58103,male,5,75
58104,male,7,72
58105,male,5,77
58106,male,23,76
58107,female,26,75
58108,female,16,80
58109,female,17,76
58110,male,32,94
58111,male,17,71
58112,male,11,77
58113,male,32,87
58114,female,25,70
58115,male,18,72
58116,male,2,92
58117,male,3,78
58118,female,26,88
58119,female,12,80
58120,female,10,81
58121,male,9,74
58122,female,8,83
58123,male,8,83
58124,female,7,71
58125,male,26,84
58126,male,24,66
58127,male,5,71
58128,male,12,80
58129,female,16,79
58130,male,30,82
58131,male,15,77
58132,male,13,87
58133,male,17,74
58134,male,26,79
58135,male,18,62
58136,female,5,87
58137,male,9,82
58138,male,31,85
58139,female,26,81
58140,female,19,80
58141,female,5,85
58142,female,28,78
58143,female,19,77
58144,male,19,83
58145,female,13,68
58146,female,27,80
58147,male,10,84
58148,female,15,83
58149,female,19,80
58150,male,12,73
58151,male,21,81
58152,male,19,82
58153,male,32,74
58154,female,2,94
58155,female,31,72
58156,female,4,77
58157,male,16,78
58158,female,14,73
58159,male,13,80
58160,female,25,73
58161,male,4,81
58162,female,21,84
58163,male,30,73
58164,male,22,78
58165,male,3,76
58166,female,6,85
58167,male,3,72
58168,male,29,83
58169,female,2,70
58170,female,22,85
58171,female,17,77
58172,male,14,73
58173,female,18,70
58174,male,22,78
58175,female,17,89
58176,male,7,72
58177,male,4,86
58178,male,5,74
58179,female,24,65
58180,male,12,73
58181,male,8,71
58182,male,24,78
58183,female,13,65
58184,female,27,80
58185,female,6,80
58186,female,29,82
58187,male,9,79
58188,male,18,88
58189,female,8,76
58190,female,26,82
58191,male,26,81
58192,female,12,80
58193,female,3,75
58194,female,18,72
58195,male,8,73
58196,male,14,83
58197,female,1,80
58198,female,17,75
58199,male,26,79
58200,male,23,78
58201,female,2,74
58202,female,2,81
58203,male,15,78
58204,female,15,81
58205,male,31,68
58206,female,4,79
58207,male,4,75
58208,female,20,81
58209,male,4,91
58210,female,2,91
58211,female,15,80
58212,male,24,79
58213,male,23,70
58214,male,3,79
58215,female,16,94
58216,female,10,81
58217,male,22,74
58218,female,27,81
58219,female,4,76
58220,male,24,80
58221,male,5,74
58222,female,10,78
58223,male,29,72
58224,male,9,84
58225,female,30,77
58226,female,25,75
58227,female,5,79
58228,female,27,86
58229,male,14,83
58230,male,18,70
58231,male,28,91
58232,female,3,78
58233,female,11,84
58234,male,13,65
58235,female,29,89
58236,female,27,86
58237,female,13,83
58238,female,21,79
58239,female,10,87
58240,female,4,74
58241,female,2,82
58242,male,22,78
58243,female,17,83
58244,female,13,84
58245,female,18,90
58246,male,10,88
58247,female,20,91
58248,male,21,84
58249,female,3,70
58250,female,14,82
58251,male,2,80
58252,female,17,77
58253,female,10,80
58254,male,14,76
58255,female,4,82
58256,female,13,67
58257,male,25,78
58258,female,25,78
58259,female,17,71
58260,male,29,76
58261,female,13,77
58262,male,12,87
58263,female,20,84
58264,male,9,71
58265,female,26,81
58266,male,5,66
58267,female,32,80
58268,male,13,93
58269,male,23,76
58270,female,3,81
58271,female,1,84
58272,female,26,93
58273,male,11,81
58274,male,13,79
58275,male,28,90
58276,female,8,85
58277,male,28,76
58278,female,30,75
58279,female,30,84
58280,male,27,72
58281,male,26,83
58282,male,29,81
58283,female,25,83
58284,female,2,91
58285,male,22,85
58286,female,27,70
58287,male,26,76
58288,male,1,76
58289,male,22,72
58290,male,21,78
58291,female,20,77
58292,female,5,77
58293,male,20,85
58294,male,30,77
58295,male,1,88
58296,male,8,75
58297,female,18,79
58298,female,8,83
58299,male,26,74
58300,female,20,83
58301,female,32,86
58302,female,19,82
58303,female,11,76
58304,male,30,74
58305,male,32,93
58306,female,18,89
58307,male,7,70
58308,female,12,78
58309,female,29,81
58310,female,28,81
58311,male,18,73
58312,male,29,76
58313,female,28,85
58314,female,14,84
58315,male,1,78
58316,female,26,95
58317,female,5,78
58318,male,14,92
58319,male,30,83
58320,female,12,74
58321,male,10,81
58322,male,12,83
58323,female,14,86
58324,female,14,69
58325,male,16,84
58326,male,7,67
58327,male,14,67
58328,male,15,83
58329,male,27,79
58330,male,25,85
58331,female,14,89
58332,male,24,80
58333,male,23,72
58334,female,21,74
58335,male,4,89
58336,male,7,76
58337,male,7,79
58338,male,8,81
58339,male,12,83
58340,male,15,83
58341,male,21,81
58342,male,20,85
58343,female,23,77
58344,male,3,90
58345,female,5,82
58346,female,3,72
58347,male,31,75
58348,male,4,80
58349,female,11,82
58350,male,22,93
58351,female,30,85
58352,male,27,77
58353,male,19,85
58354,male,10,89
58355,female,22,81
58356,male,21,80
58357,female,20,84
58358,male,16,79
58359,male,6,79
58360,female,8,79
58361,female,21,76
58362,female,5,63
58363,female,11,82
58364,female,31,76
58365,male,18,79
58366,male,5,88
58367,male,7,94
58368,female,5,82
58369,male,2,72
58370,male,31,85
58371,female,13,76
58372,female,31,87
58373,male,2,72
58374,male,2,96
58375,female,9,75
58376,male,9,86
58377,female,30,69
58378,male,6,89
58379,female,21,89
58380,male,5,81
58381,male,28,67
58382,male,5,74
58383,female,31,90
58384,female,26,75
58385,male,2,82
58386,female,1,85
58387,female,6,80
58388,male,7,70
58389,female,21,75
58390,female,27,85
58391,female,12,63
58392,male,25,79
58393,male,22,83
58394,female,17,79
58395,male,9,78
58396,female,17,77
58397,female,20,73
58398,male,15,76
58399,female,18,81
58400,female,1,75
58401,female,24,86
58402,male,15,76
58403,male,27,79
58404,female,20,68
58405,male,11,86
58406,female,17,86
58407,female,8,74
58408,male,16,85
58409,female,31,73
58410,female,7,79
58411,female,15,84
58412,female,1,66
58413,female,15,67
58414,male,1,70
58415,female,21,80
58416,female,23,83
58417,female,12,89
58418,male,6,87
58419,male,14,87
58420,male,1,76
58421,male,21,84
58422,female,14,69
58423,female,29,76
58424,female,26,69
58425,female,23,81
58426,female,31,88
58427,female,9,80
58428,male,8,76
58429,male,7,75
58430,male,18,87
58431,female,29,74
58432,male,20,76
58433,female,18,72
58434,female,22,78
58435,female,25,94
58436,female,19,78
58437,male,20,88
58438,male,6,76
58439,female,28,72
58440,male,6,92
58441,male,11,79
58442,male,8,73
58443,male,1,80
58444,female,17,79
58445,male,6,74
58446,female,23,83
58447,female,2,93
58448,female,8,85
58449,female,10,66
58450,male,6,79
58451,male,12,75
58452,male,14,75
58453,male,8,85
58454,female,11,79
58455,female,29,92
58456,male,4,74
58457,male,19,73
58458,female,13,82
58459,male,22,86
58460,female,2,77
58461,male,8,81
58462,female,18,83
58463,female,28,74
58464,female,19,71
58465,male,2,76
58466,male,6,75
58467,female,32,92
58468,male,4,75
58469,male,32,77
58470,female,2,80
58471,female,25,66
58472,female,7,65
58473,female,20,75
58474,female,13,80
58475,female,22,93
58476,male,32,83
58477,male,10,71
58478,female,32,83
58479,female,16,81
58480,female,5,76
58481,female,26,84
58482,male,3,77
58483,male,16,64
58484,male,13,83
58485,male,30,85
58486,male,13,82
58487,female,12,88
58488,female,12,75
58489,male,31,89
58490,male,27,81
58491,female,11,75
58492,female,25,84
58493,male,15,92
58494,male,27,71
58495,female,4,81
58496,female,1,75
58497,male,8,89
58498,male,14,88
58499,male,29,80
58500,male,6,86
58501,female,29,85
58502,female,12,77
58503,male,12,83
58504,female,12,81
58505,female,2,92
58506,male,31,77
58507,female,27,75
58508,female,8,76
58509,male,29,79
58510,male,2,89
58511,male,6,92
58512,female,25,84
58513,male,5,77
58514,female,26,83
58515,female,1,76
58516,male,16,71
58517,male,12,83
58518,male,2,88
58519,male,30,72
58520,female,15,68
58521,male,13,79
58522,female,9,79
58523,male,18,74
58524,male,6,73
58525,male,11,75
58526,female,27,86
58527,female,32,74
58528,female,11,81
58529,female,31,77
58530,female,7,92
58531,female,1,71
58532,female,5,64
58533,female,32,88
58534,male,27,87
58535,male,31,75
58536,male,9,90
58537,female,29,72
58538,male,5,81
58539,male,20,82
58540,female,7,86
58541,female,24,89
58542,female,29,73
58543,male,11,82
58544,male,10,80
58545,female,21,82
58546,female,32,65
58547,female,24,76
58548,male,32,83
58549,female,30,92
58550,female,18,87
58551,female,14,89
58552,female,23,70
58553,female,31,72
58554,male,8,86
58555,male,6,80
58556,male,28,84
58557,male,23,89
58558,female,3,82
58559,female,20,86
58560,male,8,78
58561,female,26,81
58562,female,2,84
58563,female,3,85
58564,female,14,73
58565,female,21,91
58566,female,11,88
58567,male,24,71
58568,female,13,73
58569,male,27,85
58570,female,6,75
58571,male,24,84
58572,female,11,87
58573,female,9,77
58574,female,24,76
58575,female,13,85
58576,male,25,72
58577,female,16,85
58578,male,4,67
58579,male,32,74
58580,male,10,74
58581,female,12,85
58582,male,25,80
58583,male,28,87
58584,female,27,83
58585,female,20,86
58586,female,18,70
58587,female,2,77
58588,female,16,88
58589,male,28,78
58590,female,13,68
58591,male,24,71
58592,female,26,78
58593,female,19,89
58594,female,6,87
58595,male,24,84
58596,female,28,67
58597,male,20,87
58598,male,19,92
58599,female,4,73
58600,female,7,80
58601,male,2,72
58602,male,19,77
58603,female,21,67
58604,male,10,90
58605,male,23,70
58606,female,21,86
58607,male,13,92
58608,male,23,78
58609,male,10,74
58610,male,30,93
58611,female,15,78
58612,male,27,80
58613,male,11,82
58614,male,12,77
58615,male,7,80
58616,male,10,63
58617,female,4,73
58618,female,32,66
58619,male,10,84
58620,female,5,95
58621,female,13,84
58622,female,5,81
58623,female,4,91
58624,female,22,83
58625,female,9,78
58626,female,6,76
58627,male,8,79
58628,male,27,85
58629,male,16,73
58630,male,20,74
58631,female,22,83
58632,female,11,82
58633,male,24,86
58634,male,28,72
58635,male,3,83
58636,male,30,84
58637,male,22,80
